"","X1","X2","factor.cl.cluster.","NES.TCGA.LUAD.KRAS_G12C.Chromatin_Regulation_pathway_co_kras","NES.TCGA.LUAD.KRAS_G12C.Chromatin_Regulation_pathway_co_tar","NES.TCGA.LUAD.KRAS_G12C.Chromatin_Regulation_pathway_co_wt","NES.TCGA.LUAD.KRAS_G12C.DDR_pathway_co_kras","NES.TCGA.LUAD.KRAS_G12C.DDR_pathway_co_tar","NES.TCGA.LUAD.KRAS_G12C.DDR_pathway_co_wt","NES.TCGA.LUAD.KRAS_G12C.KEAP1_co_kras","NES.TCGA.LUAD.KRAS_G12C.KEAP1_co_tar","NES.TCGA.LUAD.KRAS_G12C.KEAP1_co_wt","NES.TCGA.LUAD.KRAS_G12C.MAPK_pathway_co_tar","NES.TCGA.LUAD.KRAS_G12C.MAPK_pathway_co_wt","NES.TCGA.LUAD.KRAS_G12C.PTPRD_co_kras","NES.TCGA.LUAD.KRAS_G12C.PTPRD_co_tar","NES.TCGA.LUAD.KRAS_G12C.PTPRD_co_wt","NES.TCGA.LUAD.KRAS_G12C.RBM10_co_kras","NES.TCGA.LUAD.KRAS_G12C.RBM10_co_tar","NES.TCGA.LUAD.KRAS_G12C.RBM10_co_wt","NES.TCGA.LUAD.KRAS_G12C.STK11_co_kras","NES.TCGA.LUAD.KRAS_G12C.STK11_co_tar","NES.TCGA.LUAD.KRAS_G12C.STK11_co_wt","NES.TCGA.LUAD.KRAS_G12C.TP53_co_kras","NES.TCGA.LUAD.KRAS_G12C.TP53_co_tar","NES.TCGA.LUAD.KRAS_G12C.TP53_co_wt","NES.TCGA.LUAD.trips.KRAS_G12C.KEAP1.STK11_trip_kras","NES.TCGA.LUAD.trips.KRAS_G12C.KEAP1.STK11_trip_tar","NES.TCGA.LUAD.trips.KRAS_G12C.KEAP1.STK11_trip_wt","NES.TCGA.LUAD.trips.KRAS_G12C.KEAP1.TP53_trip_kras","NES.TCGA.LUAD.trips.KRAS_G12C.KEAP1.TP53_trip_tar","NES.TCGA.LUAD.trips.KRAS_G12C.KEAP1.TP53_trip_wt","NES.TCGA.LUAD.trips.KRAS_G12C.PIK3CA.TP53_trip_kras","NES.TCGA.LUAD.trips.KRAS_G12C.PIK3CA.TP53_trip_tar","NES.TCGA.LUAD.trips.KRAS_G12C.PIK3CA.TP53_trip_wt","NES.TCGA.LUAD.trips.KRAS_G12C.PTPRD.STK11_trip_kras","NES.TCGA.LUAD.trips.KRAS_G12C.PTPRD.STK11_trip_tar","NES.TCGA.LUAD.trips.KRAS_G12C.PTPRD.STK11_trip_wt","Padj.TCGA.LUAD.KRAS_G12C.Chromatin_Regulation_pathway_co_kras","Padj.TCGA.LUAD.KRAS_G12C.Chromatin_Regulation_pathway_co_tar","Padj.TCGA.LUAD.KRAS_G12C.Chromatin_Regulation_pathway_co_wt","Padj.TCGA.LUAD.KRAS_G12C.DDR_pathway_co_kras","Padj.TCGA.LUAD.KRAS_G12C.DDR_pathway_co_tar","Padj.TCGA.LUAD.KRAS_G12C.DDR_pathway_co_wt","Padj.TCGA.LUAD.KRAS_G12C.KEAP1_co_kras","Padj.TCGA.LUAD.KRAS_G12C.KEAP1_co_tar","Padj.TCGA.LUAD.KRAS_G12C.KEAP1_co_wt","Padj.TCGA.LUAD.KRAS_G12C.MAPK_pathway_co_tar","Padj.TCGA.LUAD.KRAS_G12C.MAPK_pathway_co_wt","Padj.TCGA.LUAD.KRAS_G12C.PTPRD_co_kras","Padj.TCGA.LUAD.KRAS_G12C.PTPRD_co_tar","Padj.TCGA.LUAD.KRAS_G12C.PTPRD_co_wt","Padj.TCGA.LUAD.KRAS_G12C.RBM10_co_kras","Padj.TCGA.LUAD.KRAS_G12C.RBM10_co_tar","Padj.TCGA.LUAD.KRAS_G12C.RBM10_co_wt","Padj.TCGA.LUAD.KRAS_G12C.STK11_co_kras","Padj.TCGA.LUAD.KRAS_G12C.STK11_co_tar","Padj.TCGA.LUAD.KRAS_G12C.STK11_co_wt","Padj.TCGA.LUAD.KRAS_G12C.TP53_co_kras","Padj.TCGA.LUAD.KRAS_G12C.TP53_co_tar","Padj.TCGA.LUAD.KRAS_G12C.TP53_co_wt","Padj.TCGA.LUAD.trips.KRAS_G12C.KEAP1.STK11_trip_kras","Padj.TCGA.LUAD.trips.KRAS_G12C.KEAP1.STK11_trip_tar","Padj.TCGA.LUAD.trips.KRAS_G12C.KEAP1.STK11_trip_wt","Padj.TCGA.LUAD.trips.KRAS_G12C.KEAP1.TP53_trip_kras","Padj.TCGA.LUAD.trips.KRAS_G12C.KEAP1.TP53_trip_tar","Padj.TCGA.LUAD.trips.KRAS_G12C.KEAP1.TP53_trip_wt","Padj.TCGA.LUAD.trips.KRAS_G12C.PIK3CA.TP53_trip_kras","Padj.TCGA.LUAD.trips.KRAS_G12C.PIK3CA.TP53_trip_tar","Padj.TCGA.LUAD.trips.KRAS_G12C.PIK3CA.TP53_trip_wt","Padj.TCGA.LUAD.trips.KRAS_G12C.PTPRD.STK11_trip_kras","Padj.TCGA.LUAD.trips.KRAS_G12C.PTPRD.STK11_trip_tar","Padj.TCGA.LUAD.trips.KRAS_G12C.PTPRD.STK11_trip_wt"
"BIOCARTA_NKT_PATHWAY",-8.49299845582,-12.6671576192168,"1",0.694763315445161,0.591941910232393,-1.4681204122663,-0.706096829397352,-0.687128683991439,-1.43225168366849,-1.18289185765664,-1.05246240800696,-1.34351105544007,-0.716009668886124,-1.44855316299117,2.10611226216783,1.73360553326657,1.76857361936141,-0.930250251670646,-1.43403103469681,-0.958461003865285,-1.6425343543249,-0.833169795243065,-1.48554462854131,1.5152923307985,1.38248174063011,0.98086296631792,-1.76171875284531,-1.53693557469032,-1.89363517399768,1.59237062484158,1.83135942274234,1.22852932880397,1.96900983517299,1.46746469127158,1.73603619680595,0.586985162820408,1.60210047842905,0.518314754650659,0.996682970708945,1,0.215524195375733,0.978908591408591,0.997292401707753,0.192320691902488,0.380435121890314,0.981457962915926,0.310072312893187,1,0.203762084909626,0.00101742581935194,0.0992566197228909,0.0965789776090306,0.953092334494773,0.353886828610465,0.963719979560552,0.122030150386551,1,0.205898968275206,0.123783489102637,0.288004274646006,0.683523063762585,0.00691174400763355,0.0787051864397246,0.000971995972461717,0.107087252689101,0.057847539641083,0.53471626424807,0.00325171001575228,0.455574679671065,0.0422785679500664,1,0.0667307902223925,1
"BIOCARTA_CDMAC_PATHWAY",-0.350519632158193,1.75200194217882,"3",0.686583833835987,1.45272632490443,0.976807861713028,1.19590227082707,1.67100231233997,1.92322887302595,-1.23714010965945,0.925836744677023,-0.862120010565057,1.39426799875054,1.30506456665238,-0.61094279292421,0.810772047231592,1.64503250798414,-0.965141348303034,1.11608525942749,1.13662961312236,-0.771348971754187,-0.790989272908007,1.29322628555797,-1.12203692237518,0.979377877828294,-0.529367199949357,-1.00361106917774,-0.580633553815587,0.739487624570314,0.706683757050073,1.392979475547,1.05100260104436,-1.21615787022866,-0.4969542289773,-0.915497813747743,-0.486614398330143,1.08587905208393,0.990068328186349,0.984736592192733,0.410540806437833,0.736016577936519,0.569830159805323,0.121001642092924,0.0288373716672541,0.361413134388277,0.991755167294736,0.81029152677592,0.244907500993175,0.346573295985061,1,0.858495670995671,0.174256937216322,0.941703689395403,0.809941520467836,0.736633663366337,0.887794407362757,1,0.479342418343067,0.590327868852459,0.799584631360332,0.996008773506886,0.617388385941964,0.974253199721012,0.876945690272491,0.939962822019185,0.409448818897638,0.782494092937779,0.427032895451091,1,0.773339469243749,1,0.551664391473275,0.696076298230345
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",7.81601681822785,-11.8816256215362,"8",0.666259971545072,-1.05679256872105,-1.39727915302794,-2.13873981954904,-1.42761110855025,-1.73098233250334,-1.15246418858328,-1.00649658036691,-1.17709942327895,-1.18323125005755,-1.58631137481964,1.12385846283212,1.56740288914179,-1.19938848251234,-0.940626058443344,-1.10172340231541,-0.960934867124956,1.30320197642622,-1.39781852316186,-0.976538093356972,-2.13505909917255,-1.68834601888862,-2.12668380153122,-0.990347049097474,-1.48461953053468,-1.03156344759593,-1.84081834074083,-1.25367100482839,-1.82869669127353,-1.9958373142339,-1.3525133021248,-2.04960071683437,-0.691525715608048,-0.794141975032417,-0.927329143332247,1,0.773900532312535,0.215141612200436,4.36317934197077e-05,0.141371354154579,0.00611774875318669,0.426414764278842,0.991755167294736,0.449166328846022,0.637673561336518,0.0425036601884967,0.473909324208725,0.0518670901569743,0.372532863301408,0.953092334494773,0.785494568874363,0.974104770591268,0.244167597108774,0.332652816140267,0.809166114343226,2.18755692283741e-05,0.00728929417146849,3.97219652323387e-07,0.616401098901099,0.097699211980803,0.587020355017007,0.00919689688245381,0.481242195558934,0.00500811367303091,0.000274885295425894,0.4328125,1.97776269824314e-05,1,0.953277514104057,0.833874810482998
"KEGG_GAP_JUNCTION",6.69532599562654,-6.53647801182546,"2",0.662989284896723,-1.15802566578477,-0.781833199465753,1.37848456729175,-0.624788929143516,0.93746488368913,-1.32866209163281,-1.18746564281393,-1.18492587886702,-1.00490860782948,1.39641460458964,1.03031312543507,-0.679107612592518,-0.768064918786732,0.751952415146436,-0.619637299097911,-0.704725361035005,-1.02204935111909,-0.688007485119907,-1.12156070064612,-0.956600592005764,-1.25430048551708,-1.02985473730134,-1.2075924815219,-1.01265188371797,-1.32637346689664,-1.06282408429014,-0.84650394565733,-0.931437384840282,-1.09964510009491,-1.37716489636984,-1.01868155582639,1.08898626197924,1.46950816013944,0.947112997748592,1,0.546964556181146,0.946107784431138,0.21413110698825,0.997292401707753,0.715410778268857,0.172419646899049,0.786604916280727,0.435032051282051,0.928595949193272,0.152712645744091,0.580185561263091,0.983793290456622,0.951889196075243,0.99891765108296,1,1,0.64921875,1,0.619451072610114,0.753620394173093,0.372052666550547,0.671942226021922,0.300369245150736,0.649462562041351,0.157224956301318,0.678832116788321,0.934386441235756,0.907482144189485,0.45640603160204,0.391363857123935,0.638924157778906,0.532098228455218,0.0450883881660889,0.862665497993265
"GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP",-9.06545100098601,-15.3632101704864,"1",0.662079352015216,0,-1.01261070927576,-0.946962859875747,1.22909382441793,-0.977294341216751,-1.2428786896097,-0.704997241343538,-1.05769171577018,0,-1.34797634131839,2.12568216549042,2.30757092986031,0,1.67973744409373,1.06819676861929,1.89743885956588,-1.44066146199546,-1.10112342649513,-1.2116498229262,1.03642799451591,0,0.911294424451523,-1.59389550293516,-1.19695306360271,-1.46754405570617,0.977740387487248,1.2347646764932,-0.656007393693572,1.17556818342821,1.66538340993336,0.907251006562207,1.06767916123456,1.53016514046249,1.09565906724212,1,1,0.6879106611881,0.866171562584564,0.12214525390919,0.689030287123539,0.179219341931639,0.999319701753632,0.58776930585223,1,0.10699956047699,1.98991420405716e-08,1.38996734274225e-11,1,0.00309299367484693,0.768377253814147,1.56342803933682e-06,0.0329904050840603,0.908421835376666,0.338919033939781,0.632637958532695,1,0.923036775333226,0.00116883888351139,0.315882230976571,0.0191000489700344,0.782485875706215,0.25402939220946,1,0.221955128205128,0.00227828521978227,0.915920983109202,0.516820023244306,0.00143566613399456,0.271865268415263
"BIOCARTA_INTEGRIN_PATHWAY",-2.46175680047027,-10.4066891362456,"2",0.661597445014151,-0.808280829474219,-0.827571786171657,0.663266666830436,-1.08652661762096,-0.91425126017085,-1.37867294165065,-0.95371197938337,-1.07067700907527,-1.04622365087771,-0.765553591028655,1.71419912516519,1.48599411751811,1.79076223481028,-0.810741721866619,-0.575902796420987,-0.912730592003019,-1.17263375937396,-0.860650824990675,-1.05010857099349,1.06087138253653,0.795580667534904,-0.810218903941158,-1.27243761426891,-1.54396710080799,-1.16706624820163,-0.563048460468246,-0.684483929316058,-0.716453384515548,-0.648275957826564,1.14968106185776,0.742039497269405,1.73030066559433,1.95286662252331,1.93172893246382,1,0.958001297540793,0.900656455142232,0.994683331330369,0.761078998073218,0.741986322730108,0.208155074505785,0.991755167294736,0.606604168204523,0.8795397015368,0.92795,0.0266425774123564,0.119925271731848,0.0580476783605959,0.989980461552368,1,1,0.471890971039182,1,0.737268451549442,0.629206129206129,0.928135205568323,0.885038402457757,0.300369245150736,0.125104255291784,0.428189318280504,0.994565217391304,0.977104452080792,0.981554551026662,0.973643913159093,0.721275903222307,0.980537377378946,0.0290367926671393,0.00355742538883682,0.0180309157974277
"KEGG_ADHERENS_JUNCTION",-2.96908125763884,2.39528218009195,"3",0.657732596638667,1.64103712039798,1.56900598198947,1.16033443812838,1.51620772525675,1.74231037234844,-1.80746762194809,-0.866068014046823,-1.2092835875344,1.59776777365443,0.81767306350821,2.02451973234199,2.13379737026478,2.46318301174678,-0.717326349081821,1.03087522066929,1.17693233706139,-1.50538879975086,0.806980050421343,-1.11287084895898,0.924437111364781,1.57883253339298,1.44324435979474,-1.7776425346282,-1.59070944009018,-1.55039971519177,-1.35575334020561,-0.739742475812114,-1.00853343680847,-0.941313912945863,-0.783145171494366,-0.635507235571327,1.61980030097216,2.47487436448026,2.03464740746438,1,0.0408479231169046,0.059303750521803,0.508080661216181,0.0310527198642018,0.0162822458650998,0.005093252117928,0.999319701753632,0.404123758341834,0.0265145628178983,0.928047496166187,0.000252339756127483,1.12366079834011e-05,8.5247150531577e-07,0.99891765108296,0.863645811681563,0.632860015432834,0.091904609830297,1,0.660379223025137,0.781941221964424,0.0154686464556287,0.0541564330184395,0.00167587656976913,0.0303257728811025,0.0191274952888807,0.309250398724083,0.971440296976141,0.822982351621314,0.710807716709021,0.99080678226702,1,0.0209170690756055,1.68161238299404e-07,0.000577430554668358
"BIOCARTA_DEATH_PATHWAY",-12.2177909362887,4.56661632754526,"4",0.652008475788295,0.79593368033324,1.26574977991423,1.19768713548067,1.22784216023166,1.40787683463975,-0.996556673153564,-0.731378265593305,-0.738303129257427,0.950223967107293,0.917471951126807,1.50288979633651,1.33038524428535,1.44195504999406,0.727690899745437,-0.676531770086747,0.822887955120694,-1.21712007099395,-1.25539349233002,-0.728133224540461,1.32214845946607,1.20602989673686,1.71308097181522,-1.33210080060791,-1.4395571802339,-1.08356789634743,1.17322115481597,1.33916321380898,1.27654522570184,1.14926129410266,-0.663973790590182,1.00454713272829,-0.926676158979669,1.1121053238705,-0.726577492130833,1,0.982006590900548,0.347753491196114,0.49740336916081,0.560455391967392,0.209367860597258,0.624890337134979,0.999319701753632,0.920315904139433,0.958248987854251,0.765362511052166,0.195124122993914,0.373019552370465,0.247065649127505,0.99891765108296,1,1,0.423630519370665,0.783214586255259,0.915736518636003,0.29632844195951,0.465985843194467,0.0272931815092125,0.266212602373391,0.23058113521669,0.519018559388562,0.577556740497676,0.454657003380567,0.456885308784043,0.427771369032114,0.99916169290804,0.664031740492645,0.86848588350714,0.457919301415236,1
"WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE",-7.49826941376677,-13.4675345113067,"1",0.637855034842713,0.571007820634842,-1.13019773774618,-1.02183340366105,-0.597217850469385,-0.925050424049788,-1.67861988245192,-0.638284210557161,-1.48416979391552,0.435074472982085,-1.23420939390178,1.97934822304078,1.70167396443917,1.84277911593009,-1.18671712961934,-1.02636659673931,-1.19689878761595,-1.74753316532706,-1.3875943175191,-1.46270421892419,1.6145257698268,1.69788670698956,1.3411808786378,-1.84587356029592,-1.59167826914231,-1.79548881512739,1.33990233208159,1.5702936702047,1.07372170167408,1.1920165411649,-1.33139059276787,0.752273858274038,-0.732874484259762,0.980859242855441,-0.611802994831936,1,1,0.556515549446504,0.725681598071389,0.997292401707753,0.71359666396386,0.0391446010754936,0.999319701753632,0.160105198273459,1,0.383344049477971,0.00512698360979301,0.107728673057312,0.0795212648624695,0.838588969744834,0.863645811681563,0.6859113254584,0.0318625606155048,0.594919292593711,0.224246104027525,0.0791129315010819,0.0718300335233335,0.248401747230177,0.00291219901199696,0.0687142418320529,0.00659726605173163,0.43045843045843,0.196830521156929,0.733857207004939,0.391633399866933,0.548236112225521,0.947702834799609,0.993997599039616,0.681780016792611,1
"KEGG_LEISHMANIA_INFECTION",-3.11535248642913,-15.0597414662627,"1",0.632013728991475,-0.821485457846506,-1.74862523996857,-0.823860718908328,-0.904023955669187,-1.5152893255606,-2.01186748008548,-0.945348615215852,-1.99129303100872,-0.929722628236267,-1.67486666542675,2.16394529638725,1.66977785210773,1.33472869088365,-0.716184143561523,-1.37637497910101,-1.07385017026492,-2.1268831252441,-1.73252865399193,-1.96591606109911,1.43509990631684,-0.577734098573007,-0.627390628282504,-2.2258889171615,-1.90401286129691,-2.19161271094306,0.900844080235406,1.10882781880005,-0.894785225486771,1.33353244669094,-0.690218028438724,0.638384532905179,-1.43970599957855,0.899258495021745,-1.49664076682004,1,0.969831983649932,0.0111646412809004,0.953335975108606,0.965,0.0493375564167953,0.000264310072467729,0.991755167294736,0.00017757246205767,0.98774126238915,0.010597504562921,6.26200920820932e-05,0.0237578481686874,0.128809696460948,0.99891765108296,0.366935064935065,0.814639905548997,6.1944059389758e-06,0.0109215498259703,8.15627959043789e-06,0.117387607701165,0.998988877654196,0.996008773506886,7.56609986189238e-08,0.000613054596008045,1.85840542027376e-08,0.835944855623242,0.575484764542936,0.921605323352048,0.225392817059484,1,1,0.0870500986693163,0.888734591980028,0.0360676681523026
"BIOCARTA_SAM68_PATHWAY",-3.77526984101287,8.2337222407075,"3",0.631146008102062,-0.74652750029006,1.54749427472292,1.34229821667238,1.49117319990201,1.71110632138046,-0.83640893176611,-1.04552076906876,0.84346823768204,0.896517351042973,1.63546703533245,0.972123904396878,0.893214818603569,1.16630383735288,0.901536849728304,0.811579622661527,1.23941308143759,-0.730911758910145,0.71995611738088,0.969900733832863,1.09316806449477,0.974880637084087,1.3822391391356,-0.783585952768322,-1.09612058355687,-0.630392027382493,-0.804239063826671,-1.2543211068087,0.548266876295597,1.45833640780501,1.47872649611232,1.7778629451624,1.31759094485973,1.35584077481368,1.60313777898108,0.999801317924435,0.969831983649932,0.209478691272266,0.329761904761905,0.348605122615935,0.0722493180159258,0.796521668295862,0.981457962915926,0.81029152677592,0.958248987854251,0.0718587920058025,0.70385104034324,0.779860535763601,0.471487218408252,0.953092334494773,0.957745605364653,0.704656862745098,0.901073838938458,1,0.788848859152513,0.632637958532695,0.801650230672313,0.294310827779388,0.849098136239187,0.595150399017802,0.948674872085072,0.874821845037574,0.570992030704159,0.99558838029625,0.247623408337694,0.493937232524964,0.0392579072269925,0.430555555555556,0.304997086247086,0.18127718366737
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",-0.800493334588918,-13.7116894414214,"2",0.629500519493059,-1.03020242234496,-1.5578249258998,-0.997533453900182,-1.07319911804796,-1.37872705642291,-1.65229616845409,-0.939207430979702,-1.56600320303738,-0.889007943051913,-1.58412809100873,1.81576398919145,1.54153733838404,1.35135297607528,-0.662889639089838,-0.701679675803231,-0.849410703424126,-1.86951351398872,-0.996758231344905,-1.6285455441051,0.943432812574703,-0.93108406763674,-1.07185437991826,-2.07725939478409,-1.27664343905644,-1.97833643585133,-0.846600597892945,-0.899586930468744,-1.0401481136581,0.847157953086577,0.901234455591411,-1.00596941428648,-0.849093379957212,1.63141953448103,-0.817895316678421,1,0.803759847754833,0.0341198342293323,0.773147015378481,0.742062446610623,0.116066639849826,0.00973836939304805,0.991755167294736,0.0182142131946787,0.99129016064257,0.0131340527841195,0.000304729052838829,0.0366169911634875,0.0925129456209884,1,1,1,0.000167681605328071,0.996223700773242,0.00679755671687252,0.766754079254079,0.886146553028393,0.573854895104895,4.23851751159974e-07,0.280364372469636,1.24016215628212e-06,0.91450364298725,0.895255928486232,0.766310612464459,0.883074948630254,0.96269846937561,0.664031740492645,0.993975169575283,0.00839485513779555,0.994217295875585
"BIOCARTA_ALTERNATIVE_PATHWAY",11.8014112960721,-9.24976774952688,"8",0.626125039416755,0.968899676865757,-1.17034117845807,-1.20213086079709,-0.609435064915256,-1.48973195011848,-0.68071980771059,0.910111287278328,-0.735722853945628,0.966390970929683,-1.74168102248688,-0.753310174360853,1.1389904102724,-1.02296198632665,-0.802726887392994,-0.866537073711117,-0.606310286102291,1.49863731559729,-1.16955062769223,0.956496788247782,-1.7372266863302,-1.29531976815871,-1.60745942653693,1.05528051051465,0.544302777620769,0.657875724018691,-1.45286230995424,-0.635124821030154,-1.59059391589907,-1.48840193725368,-1.19607171824961,-1.67062060566668,0.522127561423803,-1.03652260140235,-1.03370411755212,1,0.807536653039781,0.527534249125158,0.553038194444444,0.997292401707753,0.170849872166015,0.913876010781671,0.991755167294736,0.891223748538967,0.886573524889065,0.0119467906063911,0.917905452424662,0.472761530269518,0.646919532840459,0.983281804649032,0.945032828127876,1,0.20937849944009,0.908421835376666,0.808235511247953,0.0599636182546382,0.435531775496833,0.0819739610581385,0.539658963774546,0.974253199721012,0.945036376942615,0.376068376068376,0.979217641923486,0.186909244529987,0.185491071428571,0.715620031796502,0.0522125100231046,1,0.651179432812086,0.68490744283004
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",5.22314825171479,-9.3110890080718,"2",0.623202826419078,-0.910771950274078,-1.27292416095931,-0.874233352377309,-0.744973122840705,-1.14291680611862,-0.880218214022123,-0.949734641480397,-0.958916406733334,-0.846083732034246,-1.34553538418769,1.38041166864163,1.27273471117745,1.04035245022863,-0.999113137369036,-0.797785818369106,-0.876176016607442,-0.828085480388615,-0.961760454941649,-0.824237956856112,-1.32345127666693,-1.26837342019042,-1.54230449290323,0.968094165083032,-0.957380218632609,0.987932920629623,-1.18984566577443,-0.995270069013043,-1.20440045310988,-1.37048783068719,-1.05392215375188,-1.35190255443139,1.25205304070873,1.06846499565334,1.10136829008551,1,0.914922279792746,0.331758530183727,0.92182523478971,0.997292401707753,0.438887453715664,0.807062038148291,0.991755167294736,0.728573927603054,1,0.171303709801563,0.136903535595036,0.226460731997077,0.685592592592593,0.91481705513292,0.999803633711416,1,0.896925835623154,1,0.8999978833291,0.23378301749944,0.367564883474576,0.0409901724342886,0.636128212645363,0.719187845987867,0.670075320248502,0.529724785898395,0.812523655632224,0.479499919858952,0.221955128205128,0.858507273877293,0.20611913714625,0.209175095473817,0.478086380430628,0.518670206556232
"KEGG_GRAFT_VERSUS_HOST_DISEASE",-3.62934193497649,-16.007218806961,"1",0.602148520781094,-1.49599276776688,-1.85006579255938,-0.882610977430572,-1.2135789715283,-1.50007620498227,-2.26310038581356,-1.5245409798682,-2.11469509129767,-1.24897562782326,-1.60496619329743,2.20887046723155,1.52515507387914,1.31635308992878,-1.65557101346696,-1.86308872573272,-1.60951984668667,-2.29729481319118,-2.11501114365927,-2.15967197536764,1.7016222508881,-0.712504195651735,0.900142900446847,-2.44323914696449,-2.20742137636702,-2.33814223038583,1.15261412222274,1.45879458392039,-0.617702418563511,1.70183992144996,-0.745157176089995,0.906123176388912,-1.71073027002629,-0.726796780302188,-1.69554710258009,1,0.110898761000428,0.00542279983214553,0.875935904707884,0.556609740670462,0.103524163692126,9.82727477337354e-06,0.284868500893234,3.22658347021366e-05,0.570749204700383,0.0841591043212827,0.000199865074462372,0.125963369951624,0.401092439751557,0.102243650536082,0.0074177130576853,0.125509456012726,1.22440448395793e-07,3.20798183594349e-05,3.42485171002864e-07,0.0182224697929019,0.973270356335948,0.796244566792234,3.5476372586023e-10,5.17633479623368e-06,3.05915420681454e-10,0.598627694635042,0.25402939220946,0.99558838029625,0.0347414283968177,0.99080678226702,0.828597662891043,0.0218221564455748,0.981114050558495,0.00657204802238879
"BIOCARTA_PRION_PATHWAY",-6.35731539612761,2.75170019366465,"4",0.60030757838247,0.671140429396736,0.776665588018599,1.46149760986521,1.74044427332696,1.52207174254027,-1.55316302985301,-1.44398281044578,-1.2388558741471,-0.725490665791189,1.0940507789657,1.91056360075845,1.86784725558967,2.11665925642531,-1.3150737669489,-1.44468183761192,-1.28886819794511,-1.28276264483649,-1.30811647331407,-0.864288577442331,1.47734126683096,1.2533025809049,1.43803859076901,-1.34823906299387,-1.24772009844736,-1.21038645945169,-0.691411216848854,-0.723873887838602,-0.651339111806566,0.711593291755544,0.87509456540117,-0.737640112926931,1.71244070195811,1.25428320219843,1.86234780005693,1,1,0.897427959037866,0.257880037238995,0.11043457867424,0.187584684958337,0.139609991458432,0.470788912579957,0.460994383191179,1,0.565374280891522,0.0133868614566067,0.0589643241644675,0.0207461735657393,0.638728013728014,0.382131382621481,0.621793103448276,0.416717376605815,0.767047421253029,0.85099846390169,0.193749650271389,0.533260433752506,0.259355937012342,0.273976357309691,0.414298131880405,0.428189318280504,0.937644926898784,0.956177969858156,0.988228785103785,0.909438431394067,0.957292327203551,0.926810296931909,0.0609850706583907,0.333583451035782,0.0494854712338037
"BIOCARTA_LAIR_PATHWAY",5.34326853865632,-11.2537722279815,"2",0.586530805011105,-1.25083002174313,-1.37362694845205,-1.29047366132034,-1.42694145859955,-1.41566792183751,-1.48275658865539,-1.00657975207709,-1.6692706627404,-0.919653702473471,-1.50114518269073,1.279108297074,1.09412993532475,-0.736017745983741,-0.693385409257685,-1.17127614885747,-0.987742636164922,-1.37304883182871,-1.21265769520727,-1.4651248539453,-1.4507186452338,-1.346060662619,-1.38878898055427,-1.54381875500295,-1.46422243881549,-1.6868252553756,-1.34172525205894,0.728859954775287,-1.52293994957817,-0.937165155027824,-1.39786864364037,-1.35241830113786,0.713971968093222,1.5866573019324,-0.586386833448106,1,0.545717517476682,0.320050491581301,0.427660740076697,0.310051587477034,0.218587203539581,0.149790455590104,0.991755167294736,0.0272619167538071,0.985333588957055,0.163742970347648,0.342313395946614,0.54589552238806,0.925413898999689,0.99891765108296,0.785494568874363,0.948453608247423,0.315378723580434,0.834479867074553,0.224246104027525,0.243060460139112,0.365683316571684,0.259355937012342,0.100565912447735,0.226082544724594,0.0191274952888807,0.44649883847722,0.971978085638148,0.233047282517247,0.714166694813164,0.502667271561097,0.280695179000264,0.995547932247853,0.0923682829338212,1
"BIOCARTA_LYM_PATHWAY",3.19684496039399,-11.418424098709,"2",0.558411315268248,-0.951192844967679,-1.33556729570712,-1.17839501441906,-1.18006992964419,-1.39785841072743,-1.58351106360375,-1.15192950926768,-1.77423384470574,-0.858665922011525,-1.56613233591469,1.99100875529204,1.32320420573454,1.53926495828812,-0.705426963503638,-0.959617579704917,-0.834057373363408,-1.47379689725741,-1.07838443834948,-1.56779713105707,-0.843009627289251,-1.03588030638842,-0.994203516256145,-1.55604847033776,-1.30648732005839,-1.835102745267,-0.915654359812782,0.809071370199942,-0.947514146715843,-0.927424968958337,-1.28600081200586,-1.29737111821109,0.788447424256994,1.59597213951394,0.648112610107832,1,0.84242665401509,0.356268522097668,0.598686893401843,0.673190494550217,0.227348322857945,0.114135779400689,0.931084337349398,0.0148617363893167,0.98774126238915,0.154055013035993,0.00725965328536488,0.343669250645995,0.248345995206657,0.989980461552368,0.911202267007511,1,0.222750666299053,0.938748123550016,0.111793606302687,0.819873150105708,0.776425243650804,0.722874636153769,0.0594090630274315,0.342938619370544,0.00282178370854844,0.8,0.926598880047156,0.869111406789413,0.737469299538265,0.632108615707906,0.351359497645212,0.993975169575283,0.0763365398774777,1
