cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
multi,Any mutation,none,KRAS_12A,ATRX,non-small cell lung cancer,79,153,"beta[1,4]",0.334,0.014,0.51,-0.779,-0.575,0.035,0.373,0.686,1.104,1.204,1383.365,1,NA,0.653,0.29,3490,74,148,5,3717,0.511,0.32,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,ATR,non-small cell lung cancer,79,94,"beta[1,4]",0.236,0.017,0.648,-1.277,-0.925,-0.127,0.293,0.668,1.185,1.328,1376.213,1.003,NA,0.364,0.15,3532,76,91,3,3702,0.128,0.14,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,PDGFRA,non-small cell lung cancer,81,107,"beta[1,4]",0.137,0.018,0.627,-1.162,-0.942,-0.231,0.168,0.603,1.1,1.238,1194.512,1.001,NA,0.219,0.08,3642,78,104,3,3827,0.026,0.06,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,NSD1,non-small cell lung cancer,78,69,"beta[1,4]",0.942,0.022,0.573,-0.333,-0.107,0.618,0.993,1.337,1.815,1.979,664.459,1.006,NA,1.643,1,3555,74,65,4,3698,2.99,1.08,0.15,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,FLT4,non-small cell lung cancer,79,76,"beta[1,4]",0.842,0.014,0.551,-0.354,-0.139,0.49,0.865,1.224,1.7,1.826,1474.65,1.001,NA,1.528,0.9,3550,75,72,4,3701,2.267,0.88,0.07,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,KMT2C,non-small cell lung cancer,78,155,"beta[1,4]",-1.396,0.312,1.069,-4.256,-3.399,-1.888,-0.842,-0.842,-0.114,0.05,11.722,1.088,NA,-1.306,0.72,3459,77,154,1,3691,1.026,0.51,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,PTPRD,non-small cell lung cancer,79,309,"beta[1,4]",0.445,0.011,0.361,-0.29,-0.163,0.204,0.459,0.704,0.994,1.087,1124.748,1.002,NA,1.232,0.66,3367,69,299,10,3745,1.519,0.66,0.03,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,RET,non-small cell lung cancer,81,66,"beta[1,4]",-0.855,0.033,1.169,-3.672,-3.119,-1.481,-0.68,-0.038,0.781,0.968,1289.623,1,NA,-0.731,0.33,3679,80,65,1,3825,0,0,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,PIK3C2G,non-small cell lung cancer,78,103,"beta[1,4]",0.505,0.03,0.556,-0.598,-0.428,0.157,0.538,0.907,1.344,1.52,344.556,1.011,NA,0.908,0.44,3510,74,99,4,3687,0.842,0.44,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,CREBBP,non-small cell lung cancer,78,100,"beta[1,4]",-0.293,0.02,0.797,-2.154,-1.758,-0.715,-0.199,0.243,0.845,1.009,1568.034,1.001,NA,-0.367,0.15,3523,76,98,2,3699,0,0,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,BRIP1,non-small cell lung cancer,78,60,"beta[1,4]",0.736,0.018,0.652,-0.683,-0.388,0.336,0.772,1.205,1.717,1.829,1294.703,1.001,NA,1.128,0.59,3563,75,57,3,3698,1.25,0.58,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,DOT1L,non-small cell lung cancer,78,89,"beta[1,4]",-1.115,0.032,1.191,-4.169,-3.419,-1.767,-0.952,-0.283,0.497,0.743,1388.684,1.002,NA,-0.937,0.46,3534,77,88,1,3700,0.079,0.11,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,PTPRS,non-small cell lung cancer,78,55,"beta[1,4]",-0.708,0.043,1.252,-3.739,-3.114,-1.329,-0.486,0.191,0.911,1.175,845.359,1.003,NA,-0.565,0.24,3554,77,54,1,3686,0,0,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,SMARCA4,non-small cell lung cancer,78,251,"beta[1,4]",-0.419,0.015,0.531,-1.55,-1.368,-0.76,-0.376,-0.041,0.356,0.484,1215.596,0.999,NA,-0.789,0.37,3391,74,247,4,3716,0.123,0.14,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,PTPRT,non-small cell lung cancer,78,268,"beta[1,4]",-0.819,0.017,0.63,-2.184,-1.912,-1.199,-0.752,-0.392,0.162,0.294,1345.822,1,NA,-1.3,0.71,3400,75,265,3,3743,0.856,0.45,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,HGF,non-small cell lung cancer,78,155,"beta[1,4]",0.377,0.015,0.487,-0.594,-0.433,0.069,0.396,0.711,1.154,1.276,1028.479,1.002,NA,0.774,0.36,3481,73,150,5,3709,0.503,0.32,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,TP53,non-small cell lung cancer,82,1463,"beta[1,4]",-0.319,0.01,0.245,-0.837,-0.73,-0.486,-0.308,-0.153,0.08,0.149,552.277,1.013,NA,-1.302,0.71,2401,57,1438,25,3921,1.383,0.62,0.01,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,IRS1,non-small cell lung cancer,78,57,"beta[1,4]",-5.429,0.16,4.263,-15.809,-12.648,-7.553,-4.478,-2.449,-0.599,-0.107,713.259,1.003,NA,-1.274,0.69,3547,78,57,0,3682,0.43,0.29,0,FALSE,4.73,4.73
multi,Any mutation,none,KRAS_12A,NOTCH1,non-small cell lung cancer,81,70,"beta[1,4]",1.202,0.013,0.498,0.19,0.344,0.878,1.239,1.568,1.932,2.065,1359.686,1.003,NA,2.416,1.8,3679,76,65,5,3825,6.393,1.94,0.8,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,TSC2,non-small cell lung cancer,79,55,"beta[1,4]",1.105,0.051,0.565,-0.04,0.212,0.683,1.124,1.52,2.006,2.131,120.793,1.033,NA,1.957,1.3,3571,75,51,4,3701,4.78,1.54,0.5,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,MTOR,non-small cell lung cancer,78,98,"beta[1,4]",-1.19,0.034,1.225,-4.175,-3.413,-1.823,-1.011,-0.317,0.466,0.631,1279.83,1,NA,-0.971,0.48,3525,77,97,1,3700,0.163,0.16,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,NTRK1,non-small cell lung cancer,78,67,"beta[1,4]",0.966,0.017,0.594,-0.253,-0.085,0.592,1.002,1.376,1.888,2.041,1202.624,0.999,NA,1.626,0.98,3557,74,63,4,3698,3.206,1.13,0.17,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,ALK,non-small cell lung cancer,81,129,"beta[1,4]",-1.484,0.041,1.116,-4.025,-3.455,-2.104,-1.377,-0.653,0.083,0.315,740.56,1.003,NA,-1.33,0.74,3621,80,128,1,3830,0.585,0.35,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,NOTCH4,non-small cell lung cancer,78,111,"beta[1,4]",-0.461,0.028,0.81,-2.319,-1.899,-0.955,-0.4,0.111,0.761,0.921,858.087,1.002,NA,-0.57,0.24,3498,76,109,2,3685,0,0,0,TRUE,4.84,4.84
multi,Any mutation,none,KRAS_12A,FLT1,non-small cell lung cancer,79,109,"beta[1,4]",0.731,0.017,0.489,-0.302,-0.155,0.444,0.775,1.066,1.484,1.596,851.788,1.001,NA,1.493,0.87,3524,74,104,5,3707,2.148,0.85,0.07,FALSE,4.73,4.73
