"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LINC01667",33.9315439788756,-21.7667833657183,1.89106984580872,-11.5103011207974,1.17068914786558e-30,3.3374006227352e-26
"PNMA6E",3.80523169652377,-18.7250403850216,1.77853857642343,-10.528329625932,6.39593372557335e-26,9.11676393243226e-22
"MIR548XHG",14.8767681338422,-18.2876256676286,1.86703607246229,-9.79500393021889,1.1829281790529e-22,9.70339110766325e-19
"LINC02241",17.6991965533522,-18.1369915881096,1.85434917907138,-9.78078551375758,1.36149727903231e-22,9.70339110766325e-19
"FAM230C",10.9454623334715,-18.589318906674,2.17736906514895,-8.53751401368528,1.37140343899819e-17,7.81919384779207e-14
"COX7B2",35.5226090215188,-18.341377204741,2.25145386301999,-8.14645927504764,3.74734877560241e-16,1.78049031491456e-12
"SLC16A6",213.851147148476,2.97403380489759,0.371533211081834,8.00475897225383,1.1970089317087e-15,4.87490437502164e-12
"SSX1",22.2044448269679,-16.0236091341377,2.17988016821004,-7.35068347692486,1.9719588872176e-13,7.02707549459992e-10
"DCAF4L2",7.55003064985965,-15.8261688821154,2.36676352820673,-6.68683993711307,2.2804105933702e-11,7.22332724397752e-08
"LAMA1",202.548289887587,3.19654670063979,0.491687456258234,6.50117602138089,7.96945144300863e-11,2.2719312173729e-07
"THSD7A",377.842686241276,2.5820645350709,0.424115664663416,6.08811404577585,1.14248480311408e-09,2.96090516065237e-06
"GNRH2",9.18012845254767,-3.97556123013081,0.679499014086297,-5.8507240595141,4.89437641175283e-09,1.16274068955208e-05
"ST8SIA6-AS1",69.1024501408936,-7.2336779496662,1.34403649936606,-5.38205469351324,7.36403807591078e-08,0.00016148769036005
"ZMAT4",79.8671958346906,-6.14065189906382,1.15097348279088,-5.33518103664209,9.54492770485425e-08,0.000194361999292846
"PCSK1",1247.1097218051,-5.38119755792285,1.01594987948437,-5.29671558271557,1.17904121128201e-07,0.000224080712341517
"CELF3",122.185277604005,-5.25188597145854,0.994071423187343,-5.28320787516369,1.2694121132719e-07,0.000224278999618188
"RBM24",41.7244472945389,3.1082000256158,0.589383999429427,5.27364168118713,1.33742914041995e-07,0.000224278999618188
"DAW1",152.433261310077,3.18105735183577,0.617534069719193,5.15122566967402,2.58789561057914e-07,0.00040986515592439
"MMP11",5311.00335490771,3.0411352680456,0.605538070556845,5.02220325346185,5.10820833240961e-07,0.000766446332317543
"MRO",37.6418987853657,2.18950663713451,0.439187395127914,4.98535855405597,6.18470110757583e-07,0.000881567295873859
"NTS",593.310915570996,-5.48020375781816,1.10257826192147,-4.97035353142894,6.68309312923545e-07,0.000907245804420211
"SALL3",28.1608805917087,-5.77292239189978,1.17897922559244,-4.89654293017663,9.75373473532688e-07,0.00126390668106681
"THSD4",1116.27712974649,1.64845930493131,0.340095651786658,4.84704610679759,1.25313311968994e-06,0.00150227190316254
"MT1DP",12.5822374596199,2.59770071280838,0.536300657701058,4.84373956195367,1.2741792640128e-06,0.00150227190316254
"EPHA7",94.8283921912752,-3.75441091646722,0.776168366726802,-4.83710890241512,1.31741257117523e-06,0.00150227190316254
"APOBEC2",50.2953811390513,3.27073928754155,0.681797470907189,4.79723000906641,1.60874834286642e-06,0.00176393068301676
"MTMR7",367.335346464889,-3.07884000533108,0.647524028726073,-4.754788808978,1.98653970192445e-06,0.00209749162305416
"S100A7",47.3606423844078,-5.48989555263589,1.16135782827758,-4.7271352712867,2.27709576195902e-06,0.00231840878506885
"FST",591.066886581554,-3.12521685248906,0.668624070004934,-4.67410162554572,2.9524311863346e-06,0.00290234166413885
"MYT1",108.341347373664,-3.84714038341358,0.825910823495375,-4.65805783623457,3.19206542768159e-06,0.00303331337374489
"HAR1B",18.3293235368961,-3.53705205873128,0.76465852769192,-4.62566221475052,3.73403426213185e-06,0.0034338660885437
"CHRNA9",227.188149050613,-4.71520794168898,1.02403119771074,-4.60455497081533,4.1334882644659e-06,0.00368242135760605
"LOXL2",3028.35101850008,1.96761008041756,0.433031783920505,4.54380060189479,5.52489231031e-06,0.00477283727219144
"ZNF761",819.422217181253,-0.818537512811097,0.182709924795274,-4.47998385270131,7.46486862866964e-06,0.00621893086307415
"CALB1",67.1554726076834,-3.85990728840536,0.86333941466455,-4.47090358999204,7.7889807317702e-06,0.00621893086307415
"CALY",32.3718888764072,-3.74455259400308,0.837867773675707,-4.4691450269961,7.85328718502418e-06,0.00621893086307415
"MYH15",66.1455853719432,2.46977190018243,0.556922757360661,4.43467584604919,9.22109279436681e-06,0.00710472738869754
"CHRNA3",38.6070461542266,-2.29622434015968,0.524368405551308,-4.37902878176935,1.1920938882594e-05,0.00894321383328923
"CASC10",88.5129687443336,1.72157767815696,0.394455874070474,4.36443666155008,1.27450769448545e-05,0.00930913432555376
